OBJECTID,SHAPESTArea,SHAPESTLength,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,AnoAberturaEmpreendimento,ClassificacaoTdP,DataUltClassifF,ValidadeClassif,ParecerPostClassif,DataPostClassif,AtribuicaoUT,RecTurNatureza,CertifAmbiental,DesigCertifAmbiental,CertifQualServ,DesigCertifQualServ,OutrasCertifPremios,DesigOutrasCertif,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,NUTSI,ERT,PNCT,RNAP,RedeNatura2000Global,RedeNatura2000Sitios,RedeNatura2000ZPE,FaixaCosteira,ZonaCosteira,ZonaTerrestreProtecao,LimitePROT,LimitePOC,LimiteAlbufeiras,UNESCO,Geoparques,Biosfera,RedeAldeias,FreguesiasCosteiras,NUTSIIICosteiras,DataAtualiza,SeloCleanSafe,RNET
8792765,5.3720703125,8.22579832277955,9716,Casa das Condessinhas,"Clínica Médico-Dentária Dr. João Martins,Lda","CASA DAS CONDESSINHAS, LDA",TurismoDeHabitacao,0,13,26,13,0,0,0,0,NaoIntegra,,Não,Sim,40,Não,"Piscina Exterior, Ginásio",2021,NA,2021/10/28 00:00:00+00,2026/10/28 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,casadascondessinhas@gmail.com,"Rua Viscondessa do Espinhal, 7",3200-257,Lousã,"40.10938 ; -8.24663",Fiavel,União das freguesias de Lousã e Vilarinho,Lousã,Coimbra,Região de Coimbra,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,2021/06/23 00:00:00+00,Não,9716
8792766,157142.998046875,2739.71319556389,9718,Tivoli Alvor,Oceanpanoply SA,Oceanpanoply SA,Hotel,5,491,859,431,60,0,0,0,NaoIntegra,,Não,Não,0,Sim,"Edifício Bar-Espetáculos; Kids Club; Restaurantes temáticos; Piscinas exteriores; Campo de jogos; Campo de ténis; Esplanadas",2020,Sim,2022/06/09 00:00:00+00,2027/06/09 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.tivolihotels.com,a.jacinto@nh-hotels.com,"Avenida José Saramago, Amoreira - Alvor",8500-032,ALVOR,"37,1258382651876 ; -8,57594287798797",Fiavel,Alvor,Portimão,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Algarve,POC Odeceixe - Vilamoura,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2023/03/28 00:00:00+00,Sim,9718
8792767,5.6328125,8.42305871352757,9719,Quinta do Avô,RELAXVEDETA UNIPESSOAL LDA,RELAXVEDETA UNIPESSOAL LDA,CasaDeCampo,0,7,14,7,0,0,0,0,NaoIntegra,,Não,Não,0,Sim,Piscina Exterior,2021,NA,,,NA,,Não,Não,Não,,Não,,Não,,Não,www.quintadoavo.pt,ribeira.internal@gmail.com,Outeiro,4840-120,Ribeira,"41.7296961 ; -8.2793025",Fiavel,Ribeira,Terras de Bouro,Braga,Cávado,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Reserva da Biosfera Transfronteiriça Gerês-Xurés,Não Abrangido,Não,Sim,2021/06/23 00:00:00+00,Não,9719
8792768,2718.78369140625,232.613136798421,972,Hotel Real D'Óbidos,"Certus Hoteis - Hotelaria e Turismo, Lda.","Certus Hoteis - Hotelaria e Turismo, Lda.",Hotel,4,18,36,17,1,0,0,0,NaoIntegra,,Não,Sim,0,Não,Piscina exterior,2003,Sim,2015/06/29 00:00:00+00,2020/06/29 00:00:00+00,ProjetoAlteracoes,2021/05/23 00:00:00+00,Sim,Não,Não,,Não,,Não,,Sim,www.hotelrealdobidos.com,info@hotelrealdobidos.com,Rua D. João D'Ornelas,2510-074,Óbidos,"39,3607989695045 ; -9,15564070307871",Fiavel,"Santa Maria, São Pedro e Sobral da Lagoa",Óbidos,Leiria,Oeste,Centro,Continente,Turismo do Centro de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Oeste e Vale do Tejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2021/06/28 00:00:00+00,Sim,972
8792769,5.6484375,8.43651833032648,9720,VIVAM,VANDA CRISTINA AFONSO DE MOURA,VANDA CRISTINA AFONSO DE MOURA,ParqueCampismo/Caravanismo,Sem atribuição de ,0,0,0,0,0,0,68,NaoIntegra,,Não,Não,0,Não,,2021,NA,2021/06/22 00:00:00+00,2026/06/22 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,vcamoura@hotmail.com,"Rua da Estrada Municipal nº 5, Medeiros",5470-067,Chã,"41.71187 ; -7.98722",Fiavel,Chã,Montalegre,Vila Real,Alto Tâmega,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/06 00:00:00+00,Não,9720
8792770,5.3857421875,8.23754673920743,9721,Hotel Mondego,"Lopes & Oliveira, Lda",IRMÃOS ANDRADE - HOTELARIA LDA,Hotel,4,29,53,27,2,0,0,0,NaoIntegra,,Não,Não,30,Não,,2021,Sim,,,Não,,Não,Não,Não,,Não,,Não,,Não,,moveisokapi@hotmail.com,Largo das Ameias º 1- 4,3000-024,Coimbra,"40.2087938 ; -8.4317079",Fiavel,"União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Coimbra,Coimbra,Região de Coimbra,Centro,Continente,Turismo do Centro de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/05 00:00:00+00,Sim,9721
8792771,5.46142578125,8.29487460881167,9723,Casa do Retiro,CCH Vicente Mª B. C. de Olazabal Albuquerque,CCH Vicente Mª B. C. de Olazabal Albuquerque,Agroturismo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,,,Não,,Não,Não,Não,,Não,,Não,,Não,,casadoretiro@casadoretiro.pt," Rua do Retiro, nº 23. Ínsua",3550-178,Penalva do Castelo,"40.67713 ; -7.69727",Fiavel,Ínsua,Penalva do Castelo,Viseu,Viseu Dão Lafões,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/06 00:00:00+00,Não,9723
8792772,5.59814453125,8.39811012817621,9725,Parque Municipal de Campismo e Caravanismo da Maravilha,Município de Mirandela,Município de Mirandela,ParqueCampismo/Caravanismo,3,0,0,0,0,0,0,700,NaoIntegra,,Não,Não,0,Não,,1983,Por reconverter,2021/07/15 00:00:00+00,2026/07/15 00:00:00+00,Não,,Não,Não,Não,,Sim,N901,Não,,Não,,parquecampismo@cm-mirandela.pt,Rua da Maravilha,5370-342,Mirandela,"41.4980071 ; -7.1839738",Fiavel,Mirandela,Mirandela,Bragança,Terras de Trás-os-Montes,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/05 00:00:00+00,Sim,9725
8792773,5.474609375,8.30512428659624,9728,Casa da Vinha,VITOR MANUEL MARQUES PINHEIRO,VITOR MANUEL MARQUES PINHEIRO,CasaDeCampo,0,4,7,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2021/08/23 00:00:00+00,2026/08/23 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,frangospinheiro@gmail.com,Rua das Laiginhas Carapito,3570-100,Carapito,"40.7630106 ; -7.4663551",Pouco Fiável,Carapito,Aguiar da Beira,Guarda,Viseu Dão Lafões,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não,Não,2021/07/02 00:00:00+00,Não,9728
8792774,1097.36865234375,161.868323077366,973,Santa Mafalda Hotel,MARIA ALICE DAS NEVES RIBEIRO DE PINHO,SANTA MAFALDA ACTIVIDADES HOTELEIRAS LDA,Hotel,3,28,52,28,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,2004,Sim,2019/11/18 00:00:00+00,2024/11/18 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.santamafaldahotel.com,elianapinho78@gmail.com,"Rua Jacinta Marto, 181",2495-450,Fátima,"39,6338245011954 ; -8,68233630931397",Fiavel,Fátima,Ourém,Santarém,Médio Tejo,Centro,Continente,Turismo do Centro de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Oeste e Vale do Tejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/12/05 00:00:00+00,Sim,973
8792775,4.947509765625,7.89406401499686,9730,L'Auberge Casa do Monte,Algarshanti Lda,Algarshanti Lda,CasaDeCampo,0,11,22,11,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2018,Nao,2018/05/17 00:00:00+00,2023/05/17 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,info@aubergecasadomonte.com,Casa do Monte Rua da Estibeira Benfarras,8100-068,Boliqueime,"37.119705 ; -8.13142",Fiavel,Boliqueime,Loulé,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Não abrangido,Não abrangido,Algarve,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/05 00:00:00+00,Não,9730
8792776,5.67041015625,8.45179924459977,9731,Casa da Portelinha,Rosa da Piedade Dantas dos Reis Faria,António José de Carvalho Faria,CasaDeCampo,0,3,6,0,3,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2021/07/28 00:00:00+00,2026/07/28 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,antonioreisfaria@gmail.com,antonioreisfaria@gmail.com,4970-750,Vilela Avv,"41.9190321 ; -8.4369795",Fiavel,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Arcos de Valdevez,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/02 00:00:00+00,Não,9731
8792777,5.6396484375,8.42805712094995,9733,Refúgio do Abade,FERNANDO BENTO DA COSTA E SOUSA,FERNANDO BENTO DA COSTA E SOUSA,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,,,Não,,Não,Não,Não,,Não,,Não,,Não,,refugiodoabade20@gmail.com,"Lugar da Refonteira, 46",4840-100,Terras de Bouro,"41.717465 ; -8.30724",Pouco Fiável,Gondoriz,Terras de Bouro,Braga,Cávado,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Rede Natura 2000 (Global),Peneda/Gerês,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/07 00:00:00+00,Não,9733
8792778,5.6455078125,8.43303629983059,9734,Vale da Fonte Charming Houses,"Oliveira Gonçalves & Filhos, Lda.","Oliveira Gonçalves & Filhos, Lda.",Agroturismo,0,10,20,10,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,0,Nao,2021/11/15 00:00:00+00,2026/11/15 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,https://valedafontecharminghouse.com/,valedafontecharminghouses@gmail.com,"Rua da Igreja, 305",4980-780,Vade (São Pedro),"41.7710852 ; -8.4151283",Fiavel,Vade (São Pedro),Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/06 00:00:00+00,Não,9734
8792779,457.84130859375,100.167269842141,9736,TM Luxury Apartments,FAIA - IMOBILIARIA LDA,FAIA - IMOBILIARIA LDA,ApartamentosTuristicos,4,30,66,0,0,30,0,0,NaoIntegra,,Não,Não,0,Não,-,2021,Sim,2022/02/06 00:00:00+00,2027/02/06 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Sim,www.tmluxuryapartments.com,info@tmluxuryapartments.com,"Rua de São José, nº 55",1150-321,Lisboa,,Fiavel,Santo António,Lisboa,Lisboa,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,Continente,Entidade Regional de Turismo da Região de Lisboa,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Área Metropolitana de Lisboa,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/02/08 00:00:00+00,Sim,9736
8792780,7468.87548828125,361.114512362409,9737,B&B Hotel Porto Expo Aeroporto,"NEPTUNEDETAILS, LDA.","CBBHP HOTELS IN PORTUGAL\, SA 514820705",Hotel,3,127,257,127,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,0,Sim,2022/01/10 00:00:00+00,2027/01/10 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,torcato.faria@hotelbb.com,"Avenida Mário Brito, 4119",4455-491,Perafita,"41,2240223165148 ; -8,68396921439294",Fiavel,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Matosinhos,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/01/11 00:00:00+00,Sim,9737
8792781,5.032470703125,7.96237465498864,9738,Herdade do Deserto Velho,HERDADE DO DESERTO - SOCIEDADE AGRICOLA S A,HERDADE DO DESERTO - SOCIEDADE AGRICOLA S A,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2021/06/24 00:00:00+00,2026/06/24 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,herdadedodesertovelho@gmail.com,S. Marcos de Ataboeira,7780-504,São Marcos da Ataboeira,"37.7275705 ; -7.9263196",Fiavel,São Marcos da Ataboeira,Castro Verde,Beja,Baixo Alentejo,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Rede Natura 2000 (Global),Não abrangido,Castro Verde,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/05 00:00:00+00,Não,9738
8792782,5.705078125,8.47789834897871,974,Casa de Cabreiros,ABILIO JOSE PIRES,ABILIO JOSE PIRES,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2009,NA,2013/03/08 00:00:00+00,2018/03/08 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,quintacabana@gmail.com,Lugar de Cabreiros,4960-350,Roussas,"42,1140603504875 ; -8,240318769416",Fiavel,União das freguesias de Vila e Roussas,Melgaço,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,2019/07/18 00:00:00+00,Não,974
8792783,5.03466796875,7.96583419133761,9741,Ares do Monte - Turismo Rural,ARES DO MONTE - TURISMO RURAL UNIPESSOAL LDA,ARES DO MONTE - TURISMO RURAL UNIPESSOAL LDA,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2021/07/14 00:00:00+00,2026/07/14 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.aresdomonte.com,geral@aresdomonte.com,Boavista,7555-012,Cercal do Alentejo,"37.8104865 ; -8.6881965",Fiavel,Cercal,Santiago do Cacém,Setúbal,Alentejo Litoral,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/06 00:00:00+00,Não,9741
8792784,5.65625,8.44147256616398,9742,Estrela de Montesinho - Turismo Rural,Arménio do Espírito Santo,ESTRELA DE MONTESINHO - ALOJAMENTOS E TURISMO LDA,CasaDeCampo,0,3,6,2,1,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2021/07/01 00:00:00+00,2026/07/01 00:00:00+00,Não,,Não,Não,Não,,Não,,Sim,Certificado energético - Classificação B,Não,,estrela.montesinho@gmail.com,"EN 103-7, N.º 4477",5300-673,Meixedo Bgc,"41.85199 ; -6.769925",Fiavel,"União das freguesias de Sé, Santa Maria e Meixedo",Bragança,Bragança,Terras de Trás-os-Montes,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Parque Natural - Montesinho,Rede Natura 2000 (Global),Montesinho/Nogueira,Montesinho/Nogueira,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/08/26 00:00:00+00,Não,9742
8792785,5958.95654296875,462.505430518471,9743,Hotel Vincci Ponte de Ferro,"RSRP Singular Assets Portugal, Unipessoal, Lda",LUSOVINCCI UNIPESSOAL LDA,Hotel,4,94,188,93,1,0,0,0,NaoIntegra,,Não,Sim,20,Não,Ginásio e Piscina exterior,2021,Sim,2022/06/12 00:00:00+00,2027/06/12 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.vinccihoteles.com,pontedeferro@vinccihoteles.com,"Rua Casino da Ponte, n.1",4430-999,Vila Nova de Gaia,"41,1386359637319 ; -8,60863953489895",Fiavel,União das freguesias de Santa Marinha e São Pedro da Afurada,Vila Nova de Gaia,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não abrangido,Não abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/06/15 00:00:00+00,Não,9743
8792786,1809.95263671875,180.229527356056,9749,NH Porto Jardim,HOTEL SÉ DO PORTO LDA,PALACIO BATALHA HOTEL - UTILIDADES TURISTICAS LDA,Hotel,4,79,156,78,1,0,0,0,NaoIntegra,,Não,Sim,30,Não,"Bar; Sala de reuniões; Ginásio",2019,Nao,2021/12/30 00:00:00+00,2026/12/30 00:00:00+00,Não,,Sim,Não,Não,,Não,,Sim,HCCP,Não,https://www.nh-hoteles.pt/hotel/nh-porto-jardim,cristovao@donaines.pt,Rua Duque de Loulé nº 66,4000-324,Porto,"41,1434622329461 ; -8,60490640413591",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/01/03 00:00:00+00,Não,9749
8792787,564.107421875,157.655378110609,975,BO - Álvares Cabral,Carlos Alberto Pinto Azevedo,"AVAILABLE SEASON, LDA",Hotel,2,15,15,14,1,0,0,0,NaoIntegra,,Não,Não,0,Não,Sala de pequenos almoços,1987,Sim,2015/10/30 00:00:00+00,2020/10/30 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.boalvarescabral.com/,joao.canavarro@byoporto.pt,"Rua Álvares Cabral, 221",4050-041,Porto,"41,1550225748558 ; -8,61614521331418",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Não,975
8792788,5.447265625,8.28479439812684,9751, Casa do Juiz,Sandra Marisa Clemente Loureiro,Sandra Marisa Clemente Loureiro,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2022/03/02 00:00:00+00,2027/03/02 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,,paulocardosofernandes@hotmail.com,Rua Almirante Roboredo,3475-072,São João do Monte,"40.5971388 ; -8.2347876",Fiavel,União das freguesias de São João do Monte e Mosteirinho,Tondela,Viseu,Viseu Dão Lafões,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/08 00:00:00+00,Não,9751
8792789,5.40625,8.25324257121233,9752,Quinta Das 3 Anas,Ana Cláudia Magalhães,Carmag S.A.,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,2021,Nao,,,Não,,Não,Não,Não,,Não,,Não,,Não,,info@carmag.pt,Rua da Ladeira 171,3420-252,Sinde,"40.3339045 ; -8.0559548",Fiavel,União das freguesias de Espariz e Sinde,Tábua,Coimbra,Região de Coimbra,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/12 00:00:00+00,Não,9752
8792790,5.40625,8.25312728154735,9753,Quinta das Várzeas,Nuno Miguel Vilares Morgado de Carvalho Oliveira,Questão de Balança Lda,CasaDeCampo,0,9,18,8,1,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,,,Não,,Não,Não,Não,,Não,,Não,,Não,,nuno.oliveira@qbconsulting.pt,Rua Dr Sá Carneiro 214,3060-190,Cantanhede,"40.3392362 ; -8.6028638",Fiavel,União das freguesias de Cantanhede e Pocariça,Cantanhede,Coimbra,Região de Coimbra,Centro,Continente,Turismo do Centro de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,2021/07/12 00:00:00+00,Não,9753
8792791,17168.8076171875,538.567732795929,9754,Motel Fonte dos Amores,Capao e filhos SA,Capao e filhos SA,Hotel,1,50,100,45,5,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina Interior,2016,Sim,2021/11/25 00:00:00+00,2026/11/25 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,fontedosamores.pt,vitorpires@hotelasamericas.com,"Rua do Fetal, n.º 5",3020-922,TORRE DE VILELA,"40,2589343547063 ; -8,44243695476426",Fiavel,União das freguesias de Trouxemil e Torre de Vilela,Coimbra,Coimbra,Região de Coimbra,Centro,Continente,Turismo do Centro de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,2021/11/26 00:00:00+00,Não,9754
8792792,5.388916015625,8.23979388284238,9755,Villa Regadio,Rui Pedro de Jesus Bizarro,Rui Pedro de Jesus Bizarro,Agroturismo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Sim,Piscina exterior,2021,Nao,,,Não,,Não,Não,Não,,Não,,Sim,Certificação acústica e energética,Não,www.villaregadio.pt,comunicacao.villaregadio@gmail.com,Quintas do Azevo,6200-571,Ferro,"40.23607 ; -7.44299",Fiavel,Ferro,Covilhã,Castelo Branco,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/12 00:00:00+00,Sim,9755
